MarshCode,HiveLocation,HiveCode,SamplingPeriod,SampleCode,VialNo,TubeNo,WeightG,IdCran,SpeciesType,DateClosed,DateCollected,ClosedSky,CollectedSky,ClosedWeather,CollectedWeather,Country,State,County,LandscapeType,Woodland,OpenNatural,Lat,Long,AreaM,TotalWeight,PropWeight
HS,R,HSR,PB2,HSR-PB2,1,2,3.552,NON,8,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,15.306,0.23
HS,R,HSR,PB2,HSR-PB2,1,3,3.228,NON,22,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,15.306,0.21
HS,R,HSR,PB2,HSR-PB2,1,4,0.524,NON,11,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,15.306,0.03
HS,R,HSR,PB2,HSR-PB2,1,5,0.202,NON,19,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,15.306,0.01
HS,R,HSR,PB2,HSR-PB2,1,6,0.056,NON,5,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,15.306,0
HS,R,HSR,PB2,HSR-PB2,1,7,0.017,NON,29,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,15.306,0
HS,R,HSR,PB2,HSR-PB2,1,8,0.006,NON,25,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,15.306,0
HS,R,HSR,LB2,HSR-LB2,2,1,2.024,,NA,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,45.392,0.04
HS,R,HSR,LB2,HSR-LB2,2,2,3.464,NON,22,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,45.392,0.08
HS,R,HSR,LB2,HSR-LB2,2,3,0.141,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,45.392,0
HS,R,HSR,LB2,HSR-LB2,2,4,5.501,NON,22,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,45.392,0.12
HS,R,HSR,LB2,HSR-LB2,2,5,15.634,,NA,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,45.392,0.34
HS,R,HSR,LB2,HSR-LB2,2,6,2.323,,NA,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,45.392,0.05
HS,R,HSR,LB1,HSR-LB1,1,1,3.268,NON,5,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,4.139,0.79
HS,R,HSR,LB1,HSR-LB1,1,2,0.767,NON,22,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,4.139,0.19
HS,R,HSR,LB1,HSR-LB1,1,3,0.004,,NA,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,4.139,0
HS,R,HSR,LB1,HSR-LB1,1,4,0.017,NON,14,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,4.139,0
HS,R,HSR,LB1,HSR-LB1,1,5,0.066,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,4.139,0.02
HS,R,HSR,LB1,HSR-LB1,1,6,0.007,NON,30,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,4.139,0
HS,R,HSR,LB1,HSR-LB1,1,7,0.01,NON,11,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,4.139,0
HS,W,HSW,EB1,HSW-EB1,1,1,10.946,NON,11,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,16.159,0.68
HS,W,HSW,EB1,HSW-EB1,1,2,0.047,NON,22,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,16.159,0
HS,W,HSW,EB1,HSW-EB1,1,3,0.355,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,16.159,0.02
HS,W,HSW,EB1,HSW-EB1,1,4,0.276,NON,14,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,16.159,0.02
HS,W,HSW,EB1,HSW-EB1,1,5,0.004,NON,11,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,16.159,0
HS,W,HSW,EB1,HSW-EB1,1,6,3.591,NON,25,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,16.159,0.22
HS,W,HSW,EB1,HSW-EB1,1,7,0.087,NON,11,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,16.159,0.01
HS,W,HSW,EB1,HSW-EB1,1,8,0.161,NON,8,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,16.159,0.01
HS,W,HSW,EB1,HSW-EB1,1,9,0.093,NON,17,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,16.159,0.01
HS,W,HSW,EB1,HSW-EB1,1,10,0.3,NON,14,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,16.159,0.02
HS,C,HSC,EB1,HSC-EB1,1,1,0.161,NON,22,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,15.968,0.01
HS,C,HSC,EB1,HSC-EB1,1,2,0.207,NON,8,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,15.968,0.01
HS,C,HSC,EB1,HSC-EB1,1,3,0.438,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,15.968,0.03
HS,C,HSC,EB1,HSC-EB1,1,4,0.12,NON,30,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,15.968,0.01
HS,C,HSC,EB1,HSC-EB1,1,5,0.234,NON,5,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,15.968,0.01
HS,C,HSC,EB1,HSC-EB1,1,6,0.04,NON,14,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,15.968,0
HS,C,HSC,EB1,HSC-EB1,1,7,13.608,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,15.968,0.85
HS,C,HSC,EB1,HSC-EB1,1,8,1.16,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,HW,68,19,44.1864926,-90.60058043,248215.75,15.968,0.07
NG,R,NGR,PB1,NGR-PB1,1,1,0.748,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,1.27,0.59
NG,R,NGR,PB1,NGR-PB1,1,2,0.155,NON,5,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,1.27,0.12
NG,R,NGR,PB1,NGR-PB1,1,3,0.044,NON,8,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,1.27,0.03
NG,R,NGR,PB1,NGR-PB1,1,4,0.106,NON,14,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,1.27,0.08
NG,R,NGR,PB1,NGR-PB1,1,5,0.091,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,1.27,0.07
NG,R,NGR,PB1,NGR-PB1,1,6,0.033,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,1.27,0.03
NG,R,NGR,PB1,NGR-PB1,1,7,0.035,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,1.27,0.03
NG,R,NGR,PB1,NGR-PB1,1,8,0.006,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,1.27,0
NG,R,NGR,PB1,NGR-PB1,1,9,0.003,NON,14,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,1.27,0
NG,R,NGR,PB1,NGR-PB1,1,10,0.041,NON,19,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,1.27,0.03
NG,R,NGR,PB1,NGR-PB1,1,11,0.008,NON,18,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,1.27,0.01
NG,C,NGC,EB2,NGC-EB2,1,1,3.331,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,4.584,0.73
NG,C,NGC,EB2,NGC-EB2,1,2,0.719,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,4.584,0.16
NG,C,NGC,EB2,NGC-EB2,1,3,0.245,,NA,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,4.584,0.05
NG,C,NGC,EB2,NGC-EB2,1,4,0.287,NON,19,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,4.584,0.06
NG,C,NGC,EB2,NGC-EB2,1,5,0.002,NON,14,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,4.584,0
NG,R,NGR,PB2,NGR-PB2,1,1,8.402,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,8.551,0.98
NG,R,NGR,PB2,NGR-PB2,1,2,0.036,NON,8,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,8.551,0
NG,R,NGR,PB2,NGR-PB2,1,3,0.041,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,8.551,0
NG,R,NGR,PB2,NGR-PB2,1,4,0.058,NON,19,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,8.551,0.01
NG,R,NGR,PB2,NGR-PB2,1,5,0.007,NON,14,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,8.551,0
NG,R,NGR,PB2,NGR-PB2,1,6,0.007,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,8.551,0
NG,W,NGW,LB1,NGW-LB1,1,1,2.303,NON,19,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,3.079,0.75
NG,W,NGW,LB1,NGW-LB1,1,2,0.699,NON,19,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,3.079,0.23
NG,W,NGW,LB1,NGW-LB1,1,3,0.049,,NA,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,3.079,0.02
NG,W,NGW,LB1,NGW-LB1,1,4,0.008,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,3.079,0
NG,W,NGW,LB1,NGW-LB1,1,5,0.02,NON,8,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,3.079,0.01
NG,W,NGW,PB2,NGW-PB2,1,1,2.264,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,7.205,0.31
NG,W,NGW,PB2,NGW-PB2,1,2,0.133,NON,19,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,7.205,0.02
NG,W,NGW,PB2,NGW-PB2,1,3,0.106,NON,8,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,7.205,0.01
NG,W,NGW,PB2,NGW-PB2,1,4,0.02,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,7.205,0
NG,W,NGW,PB2,NGW-PB2,1,5,0.005,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,7.205,0
NG,W,NGW,PB2,NGW-PB2,1,6,0.006,NON,32,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,7.205,0
NG,W,NGW,PB2,NGW-PB2,1,7,4.671,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,7.205,0.65
NG,W,NGW,EB2,NGW-EB2,1,1,12.017,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,12.104,0.99
NG,W,NGW,EB2,NGW-EB2,1,2,0.068,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,12.104,0.01
NG,W,NGW,EB2,NGW-EB2,1,3,0.005,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,12.104,0
NG,W,NGW,EB2,NGW-EB2,1,4,0.005,NON,14,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,12.104,0
NG,W,NGW,EB2,NGW-EB2,1,5,0.009,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,12.104,0
NG,W,NGW,EB1,NGW-EB1,1,1,8.405,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,8.554,0.98
NG,W,NGW,EB1,NGW-EB1,1,2,0.12,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,8.554,0.01
NG,W,NGW,EB1,NGW-EB1,1,3,0.029,NON,14,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,8.554,0
NG,C,NGC,EB1,NGC-EB1,1,1,2.269,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,2.64,0.86
NG,C,NGC,EB1,NGC-EB1,1,2,0.076,NON,19,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,2.64,0.03
NG,C,NGC,EB1,NGC-EB1,1,3,0.289,NON,25,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,2.64,0.11
NG,C,NGC,EB1,NGC-EB1,1,4,0.006,NON,14,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,2.64,0
NG,R,NGR,EB1,NGR-EB1,1,1,3.177,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,4.673,0.68
NG,R,NGR,EB1,NGR-EB1,1,2,0.416,NON,8,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,4.673,0.09
NG,R,NGR,EB1,NGR-EB1,1,3,0.484,NON,14,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,4.673,0.1
NG,R,NGR,EB1,NGR-EB1,1,4,0.029,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,4.673,0.01
NG,R,NGR,EB1,NGR-EB1,1,5,0.371,NON,25,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,4.673,0.08
NG,R,NGR,EB1,NGR-EB1,1,6,0.182,NON,19,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,4.673,0.04
NG,R,NGR,EB1,NGR-EB1,1,7,0.014,NON,8,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,4.673,0
NG,C,NGC,PB1,NGC-PB1,1,1,1.182,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,1.786,0.66
NG,C,NGC,PB1,NGC-PB1,1,2,0.27,NON,19,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,1.786,0.15
NG,C,NGC,PB1,NGC-PB1,1,3,0.001,NON,8,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,1.786,0
NG,C,NGC,PB1,NGC-PB1,1,4,0.333,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,1.786,0.19
NG,C,NGC,PB2,NGC-PB2,1,1,6.326,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,6.788,0.93
NG,C,NGC,PB2,NGC-PB2,1,2,0.018,NON,8,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,6.788,0
NG,C,NGC,PB2,NGC-PB2,1,3,NA,,NA,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,6.788,NA
NG,C,NGC,PB2,NGC-PB2,1,4,0.009,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,6.788,0
NG,C,NGC,PB2,NGC-PB2,1,5,0.114,NON,19,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,6.788,0.02
NG,C,NGC,PB2,NGC-PB2,1,6,0.155,NON,32,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,6.788,0.02
NG,C,NGC,PB2,NGC-PB2,1,7,0.166,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,6.788,0.02
NG,R,NGR,LB1,NGR-LB1,1,1,0.054,NON,8,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,5.644,0.01
NG,R,NGR,LB1,NGR-LB1,1,2,0.003,,NA,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,5.644,0
NG,R,NGR,LB1,NGR-LB1,1,3,0.049,NON,14,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,5.644,0.01
NG,R,NGR,LB1,NGR-LB1,1,4,0.279,NON,14,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,5.644,0.05
NG,R,NGR,LB1,NGR-LB1,1,5,0.027,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,5.644,0
NG,R,NGR,LB1,NGR-LB1,1,6,0.587,NON,23,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,5.644,0.1
NG,R,NGR,LB1,NGR-LB1,1,7,2.1,NON,23,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,5.644,0.37
NG,R,NGR,LB1,NGR-LB1,1,8,0.633,NON,23,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,5.644,0.11
NG,R,NGR,LB1,NGR-LB1,1,9,0.848,NON,14,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,5.644,0.15
NG,R,NGR,LB1,NGR-LB1,1,10,1.064,NON,14,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,5.644,0.19
NG,R,NGR,EB2,NGR-EB2,1,1,1.211,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,2.046,0.59
NG,R,NGR,EB2,NGR-EB2,1,2,0.009,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,2.046,0
NG,R,NGR,EB2,NGR-EB2,1,3,0.027,NON,32,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,2.046,0.01
NG,R,NGR,EB2,NGR-EB2,1,4,0.02,NON,8,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,2.046,0.01
NG,R,NGR,EB2,NGR-EB2,1,5,0.052,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,2.046,0.03
NG,R,NGR,EB2,NGR-EB2,1,6,0.063,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,2.046,0.03
NG,R,NGR,EB2,NGR-EB2,1,7,0.344,NON,14,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,2.046,0.17
NG,R,NGR,EB2,NGR-EB2,1,8,0.32,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,37,37,44.16953125,-90.38787702,372510.04,2.046,0.16
OB,W,OBW,EB1,OBW-EB1,1,1,31.561,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,38.79,32.01,44.16254,-90.444994,395684.649,112.076,0.28
OB,W,OBW,EB1,OBW-EB1,1,2,0.009,NON,22,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,38.79,32.01,44.16254,-90.444994,395684.649,112.076,0
OB,W,OBW,EB1,OBW-EB1,1,3,0.005,NON,16,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,38.79,32.01,44.16254,-90.444994,395684.649,112.076,0
OB,W,OBW,EB1,OBW-EB1,1,4,0.093,NON,19,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,38.79,32.01,44.16254,-90.444994,395684.649,112.076,0
OB,W,OBW,EB1,OBW-EB1,1,5,0.125,NON,33,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,38.79,32.01,44.16254,-90.444994,395684.649,112.076,0
OB,W,OBW,EB1,OBW-EB1,2,1,39.243,CRAN,1,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,38.79,32.01,44.16254,-90.444994,395684.649,112.076,0.35
OB,W,OBW,EB1,OBW-EB1,2,2,0.094,NON,22,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,38.79,32.01,44.16254,-90.444994,395684.649,112.076,0
OB,W,OBW,EB1,OBW-EB1,2,3,0.086,NON,27,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,38.79,32.01,44.16254,-90.444994,395684.649,112.076,0
OB,W,OBW,EB1,OBW-EB1,2,4,0.125,NON,16,23-Jun,24-Jun,Clear,Cloudy,Just right,Just right,US,WI,Warrens,LW,38.79,32.01,44.16254,-90.444994,395684.649,112.076,0
