pH,Rep,Sample_code,Label,nm_520,nm_700,Date,Rx_min,Harvest,Year,Reps,Notes,Person
1,1,13-25,1,1.167,0.183,24/10/24,20,1,2023,0,,
4.5,1,15-25,1,0.315,0.191,24/10/24,20,1,2023,0,,
4.5,2,15-25,1,0.331,0.199,24/10/24,20,1,2023,0,,
4.5,1,15-25,1,0.782,0.29,28/10/24,20,1,2023,0,,
4.5,2,15-25,1,0.866,0.325,28/10/24,20,1,2023,0,,
1,1,15-25,1,0.356,0.172,24/10/24,20,1,2023,0,,
1,2,15-25,1,0.404,0.201,24/10/24,20,1,2023,0,,
1,1,15-25,1,2.264,0.253,28/10/24,20,1,2023,0,,
1,2,15-25,1,2.494,0.316,28/10/24,20,1,2023,0,,
4.5,1,1-21,1,0.519,0.182,01/11/24,20,1,2023,0,,
4.5,2,1-21,1,0.552,0.192,01/11/24,20,1,2023,0,,
1,1,1-21,1,1.338,0.168,01/11/24,20,1,2023,0,,
1,2,1-21,1,1.475,0.185,01/11/24,20,1,2023,0,,
4.5,1,2-20,1,0.334,0.17,31/10/24,20,1,2023,0,,
4.5,2,2-20,1,0.345,0.176,31/10/24,20,1,2023,0,,
1,1,2-20,1,0.555,0.138,31/10/24,20,1,2023,0,,
1,2,2-20,1,0.676,0.177,31/10/24,20,1,2023,0,,
4.5,1,2-22,1,0.238,0.096,01/11/24,20,1,2023,0,,
4.5,2,2-22,1,0.245,0.103,01/11/24,20,1,2023,0,,
1,1,2-22,1,0.789,0.089,01/11/24,20,1,2023,0,,
1,2,2-22,1,0.928,0.14,01/11/24,20,1,2023,0,,
4.5,2,2-23,1,0.3,0.107,01/11/24,20,1,2023,0,,
4.5,1,2-23,1,0.361,0.148,01/11/24,20,1,2023,0,,
1,1,2-23,1,1.208,0.099,01/11/24,20,1,2023,0,,
1,2,2-23,1,1.261,0.119,01/11/24,20,1,2023,0,,
4.5,1,2-26,0,0.245,0.108,31/10/24,20,1,2023,0,Could be 2-27?,
4.5,2,2-26,0,0.248,0.118,31/10/24,20,1,2023,0,Could be 2-27?,
1,1,2-26,0,0.509,0.102,31/10/24,20,1,2023,0,Could be 2-27?,
1,2,2-26,0,0.468,0.117,31/10/24,20,1,2023,0,Could be 2-27?,
4.5,2,2-28,1,0.233,0.11,29/10/24,20,1,2023,0,,
4.5,1,2-28,1,0.25,0.122,29/10/24,20,1,2023,0,,
1,2,2-28,1,0.438,0.1,29/10/24,20,1,2023,0,,
1,1,2-28,1,0.474,0.12,29/10/24,20,1,2023,0,,
4.5,2,3-20,1,0.362,0.131,01/11/24,20,1,2023,0,,
4.5,1,3-20,1,0.362,0.135,01/11/24,20,1,2023,0,,
1,1,3-20,1,0.788,0.097,01/11/24,20,1,2023,0,,
1,2,3-20,1,0.802,0.113,01/11/24,20,1,2023,0,,
4.5,2,3-25,1,0.245,0.162,28/10/24,20,1,2023,0,Buffer error,
4.5,1,3-25,1,0.258,0.171,28/10/24,20,1,2023,0,Buffer error,
1,1,3-25,1,0.231,0.138,28/10/24,20,1,2023,0,Buffer error,
1,2,3-25,1,0.243,0.147,28/10/24,20,1,2023,0,Buffer error,
4.5,2,3-28,1,0.185,0.115,30/10/24,20,1,2023,0,,
4.5,1,3-28,1,0.195,0.121,30/10/24,20,1,2023,0,,
1,2,3-28,1,0.195,0.109,30/10/24,20,1,2023,0,,
1,1,3-28,1,0.191,0.11,30/10/24,20,1,2023,0,,
4.5,2,4-20,1,0.323,0.194,30/10/24,20,1,2023,0,,
4.5,1,4-20,1,0.357,0.217,30/10/24,20,1,2023,0,,
1,2,4-20,1,0.396,0.183,30/10/24,20,1,2023,0,,
1,1,4-20,1,0.437,0.211,30/10/24,20,1,2023,0,,
4.5,1,4-24,1,0.297,0.099,01/11/24,20,1,2023,0,,
4.5,2,4-24,1,0.388,0.121,01/11/24,20,1,2023,0,,
1,1,4-24,1,0.838,0.101,01/11/24,20,1,2023,0,,
1,2,4-24,1,0.949,0.117,01/11/24,20,1,2023,0,,
4.5,2,4-26,1,0.502,0.14,24/10/24,20,1,2023,0,,
4.5,1,4-26,1,0.49,0.156,24/10/24,20,1,2023,0,,
1,2,4-26,1,1.456,0.128,24/10/24,20,1,2023,0,,
1,1,4-26,1,1.326,0.142,24/10/24,20,1,2023,0,,
4.5,1,4-27,1,0.092,0.043,01/11/24,20,1,2023,0,,
4.5,2,4-27,1,-,-,01/11/24,20,1,2023,0,,
1,1,4-27,1,0.226,0.144,01/11/24,20,1,2023,0,Only enough berries for 1 rep,
1,2,4-27,1,-,-,01/11/24,20,1,2023,0,,
4.5,2,6-20,1,0.398,0.16,30/10/24,20,1,2023,0,,
4.5,1,6-20,1,0.407,0.16,30/10/24,20,1,2023,0,,
1,2,6-20,1,1.102,0.181,30/10/24,20,1,2023,0,,
1,1,6-20,1,1.105,0.185,30/10/24,20,1,2023,0,,
4.5,1,6-25,1,0.86,0.273,24/10/24,20,1,2023,0,,
4.5,2,6-25,1,0.951,0.296,24/10/24,20,1,2023,0,,
1,2,6-25,1,2.959,0.251,24/10/24,20,1,2023,0,,
1,1,6-25,1,3.07,0.267,24/10/24,20,1,2023,0,,
4.5,2,6-26,1,0.379,0.192,24/10/24,20,1,2023,0,,
4.5,1,6-26,1,0.419,0.215,24/10/24,20,1,2023,0,,
1,2,6-26,1,0.634,0.172,24/10/24,20,1,2023,0,,
1,1,6-26,1,0.694,0.184,24/10/24,20,1,2023,0,,
4.5,2,6-27,1,0.422,0.133,30/10/24,20,1,2023,0,,
4.5,1,6-27,1,1.438,0.143,30/10/24,20,1,2023,0,Buffer error,
1,1,6-27,1,1.399,0.137,30/10/24,20,1,2023,0,Buffer error,
1,2,6-27,1,1.33,0.119,30/10/24,20,1,2023,0,,
4.5,2,6-28,1,0.338,0.217,30/10/24,20,1,2023,0,Buffer error,
4.5,1,6-28,1,0.351,0.236,30/10/24,20,1,2023,0,Buffer error,
1,2,6-28,1,0.361,0.193,30/10/24,20,1,2023,0,Buffer error,
1,1,6-28,1,0.347,0.196,30/10/24,20,1,2023,0,Buffer error,
4.5,1,7-24,1,0.228,0.079,01/11/24,20,1,2023,0,,
4.5,2,7-24,1,0.264,0.104,01/11/24,20,1,2023,0,,
1,2,7-24,1,0.892,0.084,01/11/24,20,1,2023,0,,
1,1,7-24,1,0.935,0.107,01/11/24,20,1,2023,0,,
4.5,2,7-28,1,0.317,0.114,29/10/24,20,1,2023,0,,
4.5,1,7-28,1,0.354,0.127,29/10/24,20,1,2023,0,,
1,2,7-28,1,0.839,0.114,29/10/24,20,1,2023,0,,
1,1,7-28,1,0.921,0.126,29/10/24,20,1,2023,0,,
4.5,1,8-20,1,0.337,0.107,30/10/24,20,1,2023,0,,
4.5,2,8-20,1,0.404,0.115,30/10/24,20,1,2023,0,,
1,2,8-20,1,1.288,0.098,30/10/24,20,1,2023,0,,
1,1,8-20,1,1.305,0.115,30/10/24,20,1,2023,0,,
4.5,2,8-25,1,0.688,0.247,24/10/24,20,1,2023,0,,
4.5,1,8-25,1,0.837,0.294,24/10/24,20,1,2023,0,,
1,2,8-25,1,1.621,0.195,24/10/24,20,1,2023,0,,
1,1,8-25,1,1.79,0.22,24/10/24,20,1,2023,0,,
4.5,1,8-26,1,0.489,0.152,24/10/24,20,1,2023,0,,
4.5,2,8-26,1,0.546,0.16,24/10/24,20,1,2023,0,,
1,1,8-26,1,1.592,0.156,24/10/24,20,1,2023,0,,
1,2,8-26,1,1.638,0.156,24/10/24,20,1,2023,0,,
4.5,2,9-24,1,0.245,0.106,01/11/24,20,1,2023,0,,
4.5,1,9-24,1,0.325,0.117,01/11/24,20,1,2023,0,,
1,1,9-24,1,1.273,0.089,01/11/24,20,1,2023,0,,
1,2,9-24,1,1.128,0.109,01/11/24,20,1,2023,0,,
4.5,2,9-27,1,0.327,0.115,30/10/24,20,1,2023,0,,
4.5,1,9-27,1,0.339,0.122,30/10/24,20,1,2023,0,,
1,2,9-27,1,0.886,0.117,30/10/24,20,1,2023,0,,
1,1,9-27,1,0.935,0.117,30/10/24,20,1,2023,0,,
4.5,1,10-20,1,0.827,0.235,31/10/24,20,1,2023,0,,
4.5,2,10-20,1,0.962,0.273,31/10/24,20,1,2023,0,,
1,1,10-20,1,2.459,0.222,31/10/24,20,1,2023,0,,
1,2,10-20,1,2.387,0.242,31/10/24,20,1,2023,0,,
4.5,2,10-25,1,0.906,0.273,24/10/24,20,1,2023,0,,
4.5,1,10-25,1,1.104,0.457,24/10/24,20,1,2023,0,,
1,1,10-25,1,2.337,0.226,24/10/24,20,1,2023,0,,
1,2,10-25,1,2.398,0.251,24/10/24,20,1,2023,0,,
4.5,1,10-26,1,0.244,0.142,24/10/24,20,1,2023,0,,
4.5,2,10-26,1,0.27,0.158,24/10/24,20,1,2023,0,,
1,1,10-26,1,0.293,0.133,24/10/24,20,1,2023,0,,
1,2,10-26,1,0.297,0.143,24/10/24,20,1,2023,0,,
4.5,2,11-20,1,1.04,0.187,01/11/24,20,1,2023,0,,
4.5,1,11-20,1,0.94,0.192,01/11/24,20,1,2023,0,,
1,1,11-20,1,2.924,0.157,01/11/24,20,1,2023,0,,
1,2,11-20,1,2.903,0.222,01/11/24,20,1,2023,0,,
4.5,2,11-25,1,0.212,0.077,24/10/24,20,1,2023,0,,
4.5,1,11-25,1,0.216,0.086,24/10/24,20,1,2023,0,,
1,1,11-25,1,0.787,0.084,24/10/24,20,1,2023,0,,
1,2,11-25,1,0.896,0.098,24/10/24,20,1,2023,0,,
4.5,2,11-27,1,0.27,0.165,29/10/24,20,1,2023,0,,
1,2,11-27,1,0.221,0.137,29/10/24,20,1,2023,0,,
4.5,1,11-27,1,-,-,29/10/24,20,1,2023,0,Not enough berries for 2 reps,
1,1,11-27,1,-,-,29/10/24,20,1,2023,0,Not enough berries for 2 reps,
4.5,1,11-28,1,0.334,0.217,30/10/24,20,1,2023,0,,
4.5,2,11-28,1,0.342,0.22,30/10/24,20,1,2023,0,,
1,1,11-28,1,0.332,0.203,30/10/24,20,1,2023,0,,
1,2,11-28,1,0.333,0.205,30/10/24,20,1,2023,0,,
4.5,1,12-20,1,0.934,0.367,30/10/24,20,1,2023,0,,
4.5,2,12-20,1,0.95,0.381,30/10/24,20,1,2023,0,,
1,1,12-20,1,2.176,0.286,30/10/24,20,1,2023,0,,
1,2,12-20,1,2.344,0.333,30/10/24,20,1,2023,0,,
4.5,2,12-21,1,0.277,0.104,01/11/24,20,1,2023,0,,
4.5,1,12-21,1,0.277,0.112,01/11/24,20,1,2023,0,,
1,1,12-21,1,0.964,0.083,01/11/24,20,1,2023,0,,
1,2,12-21,1,1.132,0.101,01/11/24,20,1,2023,0,,
4.5,1,12-26,1,0.783,0.272,24/10/24,20,1,2023,0,,
4.5,2,12-26,1,0.895,0.333,24/10/24,20,1,2023,0,,
1,1,12-26,1,1.724,0.213,24/10/24,20,1,2023,0,,
1,2,12-26,1,2.085,0.333,24/10/24,20,1,2023,0,,
4.5,2,12-27,1,0.26,0.161,31/10/24,20,1,2023,0,,
4.5,1,12-27,1,0.316,0.193,31/10/24,20,1,2023,0,,
1,2,12-27,1,0.386,0.166,31/10/24,20,1,2023,0,,
1,1,12-27,1,0.416,0.188,31/10/24,20,1,2023,0,,
4.5,2,106-13,1,0.584,0.135,24/10/24,20,1,2023,0,,
4.5,1,106-13,1,0.56,0.138,24/10/24,20,1,2023,0,,
1,1,106-13,1,2.7,0.121,24/10/24,20,1,2023,0,,
1,2,106-13,1,2.698,0.146,24/10/24,20,1,2023,0,,
4.5,2,106-19,1,0.529,0.193,29/10/24,20,1,2023,0,,
4.5,1,106-19,1,0.558,0.198,29/10/24,20,1,2023,0,,
1,1,106-19,1,1.587,0.198,29/10/24,20,1,2023,0,,
1,2,106-19,1,1.431,0.199,29/10/24,20,1,2023,0,,
4.5,1,106-3,1,1.184,0.302,24/10/24,20,1,2023,0,,
4.5,2,106-3,1,1.088,0.312,24/10/24,20,1,2023,0,,
1,1,106-3,1,3.122,0.3,24/10/24,20,1,2023,0,,
1,2,106-3,1,3.061,0.322,24/10/24,20,1,2023,0,,
4.5,1,106-6,1,0.537,0.211,29/10/24,20,1,2023,0,,
4.5,2,106-6,1,0.544,0.243,29/10/24,20,1,2023,0,,
1,1,106-6,1,1.362,0.2025,29/10/24,20,1,2023,0,,
1,2,106-6,1,1.218,0.228,29/10/24,20,1,2023,0,,
4.5,2,106-8,1,0.219,0.104,24/10/24,20,1,2023,0,,
4.5,1,106-8,1,0.22,0.106,24/10/24,20,1,2023,0,,
1,1,106-8,1,0.38,0.077,24/10/24,20,1,2023,0,,
1,2,106-8,1,0.383,0.098,24/10/24,20,1,2023,0,,
4.5,2,107-6,1,1.05,0.191,28/10/24,20,1,2023,0,,
4.5,1,107-6,1,1.008,0.195,28/10/24,20,1,2023,0,,
1,1,107-6,1,3.434,0.199,28/10/24,20,1,2023,0,,
1,2,107-6,1,3.837,0.202,28/10/24,20,1,2023,0,,
4.5,2,107-8,1,0.541,0.135,24/10/24,20,1,2023,0,,
4.5,1,107-8,1,0.728,0.184,24/10/24,20,1,2023,0,,
1,1,107-8,1,2.368,0.108,24/10/24,20,1,2023,0,,
1,2,107-8,1,2.317,0.115,24/10/24,20,1,2023,0,,
4.5,2,108-13,1,0.184,0.108,24/10/24,20,1,2023,0,,
4.5,1,108-13,1,0.182,0.111,24/10/24,20,1,2023,0,,
1,1,108-13,1,0.22,0.106,24/10/24,20,1,2023,0,,
1,2,108-13,1,0.251,0.126,24/10/24,20,1,2023,0,,
4.5,1,108-19,1,0.661,0.178,28/10/24,20,1,2023,0,,
4.5,2,108-19,1,0.711,0.215,28/10/24,20,1,2023,0,,
1,2,108-19,1,1.772,0.151,28/10/24,20,1,2023,0,,
1,1,108-19,1,2.133,0.166,28/10/24,20,1,2023,0,,
4.5,2,108-6,1,0.551,0.35,29/10/24,20,1,2023,0,,
4.5,1,108-6,1,0.598,0.377,29/10/24,20,1,2023,0,,
1,2,108-6,1,0.7,0.34,29/10/24,20,1,2023,0,,
1,1,108-6,1,0.735,0.34,29/10/24,20,1,2023,0,,
4.5,2,108-8,1,0.305,0.162,24/10/24,20,1,2023,0,,
4.5,1,108-8,1,0.316,0.17,24/10/24,20,1,2023,0,,
1,1,108-8,1,0.375,0.134,24/10/24,20,1,2023,0,,
1,2,108-8,1,0.407,0.149,24/10/24,20,1,2023,0,,
4.5,1,109-19,1,0.246,0.072,24/10/24,20,1,2023,0,,
4.5,2,109-19,1,0.277,0.089,24/10/24,20,1,2023,0,,
1,2,109-19,1,1.191,0.083,24/10/24,20,1,2023,0,,
1,1,109-19,1,1.222,0.11,24/10/24,20,1,2023,0,,
4.5,2,109-6,1,1.896,0.082,29/10/24,20,1,2023,0,,
4.5,1,109-6,1,2.095,0.443,29/10/24,20,1,2023,0,,
1,2,109-6,1,1.891,0.071,29/10/24,20,1,2023,0,,
1,1,109-6,1,1.346,0.182,29/10/24,20,1,2023,0,,
4.5,1,109-9,1,0.451,0.131,24/10/24,20,1,2023,0,,
4.5,2,109-9,1,0.492,0.141,24/10/24,20,1,2023,0,,
1,1,109-9,1,1.605,0.148,24/10/24,20,1,2023,0,,
1,2,109-9,1,1.364,0.154,24/10/24,20,1,2023,0,,
4.5,1,110-19,1,0.737,0.206,28/10/24,20,1,2023,0,,
4.5,2,110-19,1,0.783,0.213,28/10/24,20,1,2023,0,,
1,2,110-19,1,2.329,0.193,28/10/24,20,1,2023,0,,
1,1,110-19,1,2.88,0.224,28/10/24,20,1,2023,0,,
4.5,2,110-6,1,0.777,0.292,29/10/24,20,1,2023,0,,
4.5,1,110-6,1,0.751,0.3,29/10/24,20,1,2023,0,,
1,2,110-6,1,1.962,0.235,29/10/24,20,1,2023,0,,
1,1,110-6,1,2.004,0.271,29/10/24,20,1,2023,0,,
4.5,1,110-8,1,0.853,0.181,28/10/24,20,1,2023,0,,
4.5,2,110-8,1,0.824,0.182,28/10/24,20,1,2023,0,,
1,2,110-8,1,2.376,0.157,28/10/24,20,1,2023,0,,
1,1,110-8,1,2.503,0.157,28/10/24,20,1,2023,0,,
4.5,2,111-13,1,0.313,0.105,24/10/24,20,1,2023,0,,
4.5,1,111-13,1,0.324,0.108,24/10/24,20,1,2023,0,,
1,1,111-13,1,1.292,0.108,24/10/24,20,1,2023,0,,
1,2,111-13,1,1.257,0.124,24/10/24,20,1,2023,0,,
4.5,1,111-19,1,0.702,0.223,28/10/24,20,1,2023,0,"Changed the Rep number, this was Rep 2 but because the rep 2, ph 4.5 was spilled, we are going to use this as rep1, ph 4.5",
4.5,2,111-19,1,NA,NA,28/10/24,20,1,2023,0,Spilled,
1,1,111-19,1,2.105,0.247,28/10/24,20,1,2023,0,,
1,2,111-19,1,NA,NA,28/10/24,20,1,2023,0,Spilled,
4.5,1,111-3,1,0.843,0.245,24/10/24,20,1,2023,0,,
4.5,2,111-3,1,0.875,0.254,24/10/24,20,1,2023,0,,
1,1,111-3,1,2.64,0.2,24/10/24,20,1,2023,0,,
1,2,111-3,1,3.035,0.251,24/10/24,20,1,2023,0,,
4.5,1,111-6,1,0.64,0.123,29/10/24,20,1,2023,0,,
4.5,2,111-6,1,NA,NA,29/10/24,20,1,2023,0,,
1,1,111-6,1,2.55,0.112,29/10/24,20,1,2023,0,,
1,2,111-6,1,NA,NA,29/10/24,20,1,2023,0,,
4.5,2,111-8,1,0.276,0.067,24/10/24,20,1,2023,0,,
4.5,1,111-8,1,0.289,0.07,24/10/24,20,1,2023,0,,
1,2,111-8,1,1.338,0.061,24/10/24,20,1,2023,0,,
1,1,111-8,1,1.345,0.068,24/10/24,20,1,2023,0,,
4.5,1,112-13,1,0.345,0.103,24/10/24,20,1,2023,0,,
4.5,2,112-13,1,0.375,0.125,24/10/24,20,1,2023,0,,
1,2,112-13,1,1.431,0.096,24/10/24,20,1,2023,0,,
1,1,112-13,1,1.405,0.103,24/10/24,20,1,2023,0,,
4.5,1,112-19,1,0.504,0.157,28/10/24,20,1,2023,0,,
4.5,2,112-19,1,0.509,0.287,28/10/24,20,1,2023,0,,
1,2,112-19,1,1.608,0.152,28/10/24,20,1,2023,0,,
1,1,112-19,1,1.586,0.154,28/10/24,20,1,2023,0,,
4.5,1,112-8,1,1.196,0.381,28/10/24,20,1,2023,0,,
4.5,2,112-8,1,1.311,0.425,28/10/24,20,1,2023,0,,
1,1,112-8,1,2.922,0.339,28/10/24,20,1,2023,0,,
1,2,112-8,1,3.223,0.383,28/10/24,20,1,2023,0,,
4.5,1,113-13,1,0.621,0.164,24/10/24,20,1,2023,0,,
4.5,2,113-13,1,0.652,0.171,24/10/24,20,1,2023,0,,
1,1,113-13,1,2.681,0.152,24/10/24,20,1,2023,0,,
1,2,113-13,1,2.743,0.162,24/10/24,20,1,2023,0,,
4.5,1,113-19,1,0.827,0.151,28/10/24,20,1,2023,0,It was originally labeled as 113-14. But Jesse found the 113-14 on Nov/6,
4.5,2,113-19,1,1.199,0.187,28/10/24,20,1,2023,0,It was originally labeled as 113-14. But Jesse found the 113-14 on Nov/6,
1,2,113-19,1,3.801,0.162,28/10/24,20,1,2023,0,It was originally labeled as 113-14. But Jesse found the 113-14 on Nov/6,
1,1,113-19,1,4.419,0.166,28/10/24,20,1,2023,0,It was originally labeled as 113-14. But Jesse found the 113-14 on Nov/6,
4.5,1,113-6,1,0.526,0.252,29/10/24,20,1,2023,0,,
1,1,113-6,1,1.847,0.125,29/10/24,20,1,2023,0,,
4.5,2,113-6,1,1.833,0.244,29/10/24,20,1,2023,0,Buffer error,
1,2,113-6,1,1.597,0.226,29/10/24,20,1,2023,0,Buffer error,
4.5,2,113-8,1,0.287,0.115,24/10/24,20,1,2023,0,,
4.5,1,113-8,1,0.323,0.136,24/10/24,20,1,2023,0,,
1,1,113-8,1,0.917,0.106,24/10/24,20,1,2023,0,,
1,2,113-8,1,0.957,0.117,24/10/24,20,1,2023,0,,
4.5,1,114-13,1,0.452,0.17,24/10/24,20,1,2023,0,,
4.5,2,114-13,1,0.792,0.301,24/10/24,20,1,2023,0,,
1,1,114-13,1,1.059,0.08,24/10/24,20,1,2023,0,,
1,2,114-13,1,2.317,0.187,24/10/24,20,1,2023,0,,
4.5,1,114-19,1,0.961,0.299,29/10/24,20,1,2023,0,,
4.5,2,114-19,1,1.001,0.318,29/10/24,20,1,2023,0,,
1,2,114-19,1,3.323,0.26,29/10/24,20,1,2023,0,,
1,1,114-19,1,2.52,0.282,29/10/24,20,1,2023,0,,
4.5,2,114-6,1,1.04,0.185,28/10/24,20,1,2023,0,,
4.5,1,114-6,1,0.849,0.193,28/10/24,20,1,2023,0,,
1,2,114-6,1,3.632,0.188,28/10/24,20,1,2023,0,,
1,1,114-6,1,3.918,0.217,28/10/24,20,1,2023,0,,
4.5,2,114-8,1,0.807,0.16,24/10/24,20,1,2023,0,,
4.5,1,114-8,1,0.851,0.164,24/10/24,20,1,2023,0,,
1,1,114-8,1,3.471,0.115,24/10/24,20,1,2023,0,,
1,2,114-8,1,3.383,0.127,24/10/24,20,1,2023,0,,
4.5,2,115-13,1,0.578,0.225,24/10/24,20,1,2023,0,,
4.5,1,115-13,1,0.596,0.228,24/10/24,20,1,2023,0,,
1,2,115-13,1,1.894,0.198,24/10/24,20,1,2023,0,,
1,1,115-13,1,1.954,0.212,24/10/24,20,1,2023,0,,
4.5,2,115-19,1,1.888,0.337,28/10/24,20,1,2023,0,,
4.5,1,115-19,1,1.558,0.34,28/10/24,20,1,2023,0,,
1,2,115-19,1,5,0.285,28/10/24,20,1,2023,0,,
1,1,115-19,1,4.834,0.308,28/10/24,20,1,2023,0,,
4.5,1,115-6,1,0.688,0.105,29/10/24,20,1,2023,0,,
4.5,2,115-6,1,-,-,29/10/24,20,1,2023,0,No juice produced for rep 2,
1,1,115-6,1,2.902,0.101,29/10/24,20,1,2023,0,,
1,2,115-6,1,-,-,29/10/24,20,1,2023,0,No juice produced for rep 2,
4.5,2,115-8,1,0.872,0.215,28/10/24,20,1,2023,0,,
4.5,1,115-8,1,0.845,0.227,28/10/24,20,1,2023,0,,
1,2,115-8,1,2.512,0.182,28/10/24,20,1,2023,0,,
1,1,115-8,1,2.579,0.188,28/10/24,20,1,2023,0,,
4.5,1,115-9,1,0.799,0.219,24/10/24,20,1,2023,0,,
4.5,2,115-9,1,0.894,0.295,24/10/24,20,1,2023,0,,
1,1,115-9,1,2.427,0.188,24/10/24,20,1,2023,0,,
1,2,115-9,1,2.27,0.404,24/10/24,20,1,2023,0,,
4.5,2,116-1,1,1.331,0.185,28/10/24,20,1,2023,0,,
4.5,1,116-1,1,1.56,0.219,28/10/24,20,1,2023,0,,
1,2,116-1,1,5,0.175,28/10/24,20,1,2023,0,,
1,1,116-1,1,5,0.205,28/10/24,20,1,2023,0,,
4.5,2,116-13,1,0.687,0.182,24/10/24,20,1,2023,0,,
4.5,1,116-13,1,0.626,0.195,24/10/24,20,1,2023,0,,
1,1,116-13,1,2.497,0.175,24/10/24,20,1,2023,0,,
1,2,116-13,1,2.894,0.193,24/10/24,20,1,2023,0,,
4.5,2,116-19,1,0.267,0.269,28/10/24,20,1,2023,0,,
4.5,1,116-19,1,0.648,0.296,28/10/24,20,1,2023,0,,
1,1,116-19,1,1.307,0.25,28/10/24,20,1,2023,0,,
1,2,116-19,1,1.431,0.265,28/10/24,20,1,2023,0,,
4.5,2,116-6,1,0.546,0.121,28/10/24,20,1,2023,0,,
4.5,1,116-6,1,0.647,0.154,28/10/24,20,1,2023,0,,
1,2,116-6,1,1.884,0.116,28/10/24,20,1,2023,0,,
1,1,116-6,1,1.964,0.138,28/10/24,20,1,2023,0,,
4.5,2,116-8,1,0.387,0.123,24/10/24,20,1,2023,0,,
4.5,1,116-8,1,0.414,0.15,24/10/24,20,1,2023,0,,
1,2,116-8,1,1.07,0.102,24/10/24,20,1,2023,0,,
1,1,116-8,1,1.171,0.146,24/10/24,20,1,2023,0,,
4.5,2,117-13,1,0.53,0.135,24/10/24,20,1,2023,0,,
4.5,1,117-13,1,0.55,0.137,24/10/24,20,1,2023,0,,
1,2,117-13,1,2.381,0.126,24/10/24,20,1,2023,0,,
1,1,117-13,1,2.463,0.127,24/10/24,20,1,2023,0,,
4.5,2,117-6,1,-,-,29/10/24,20,1,2023,0,,
4.5,1,117-6,1,-,-,29/10/24,20,1,2023,0,,
1,2,117-6,1,-,-,29/10/24,20,1,2023,0,,
1,1,117-6,1,-,-,29/10/24,20,1,2023,0,,
4.5,2,117-8,1,0.355,0.163,24/10/24,20,1,2023,0,,
4.5,1,117-8,1,0.405,0.185,24/10/24,20,1,2023,0,,
1,1,117-8,1,1.096,0.171,24/10/24,20,1,2023,0,,
1,2,117-8,1,0.977,0.174,24/10/24,20,1,2023,0,,
4.5,1,118-11,0,0.366,0.073,19/10/24,20,1,2023,0,Could be 113-11?,
4.5,2,118-11,0,0.488,0.078,19/10/24,20,1,2023,0,Could be 113-11?,
1,1,118-11,0,2.194,0.044,19/10/24,20,1,2023,0,Could be 113-11?,
1,2,118-11,0,2.668,0.048,19/10/24,20,1,2023,0,Could be 113-11?,
4.5,2,118-13,1,0.646,0.24,24/10/24,20,1,2023,0,,
4.5,1,118-13,1,0.669,0.264,24/10/24,20,1,2023,0,,
1,1,118-13,1,2.293,0.191,24/10/24,20,1,2023,0,,
1,2,118-13,1,2.378,0.237,24/10/24,20,1,2023,0,,
4.5,2,118-18,1,0.299,0.124,24/10/24,20,1,2023,0,,
4.5,1,118-18,1,0.574,0.193,24/10/24,20,1,2023,0,,
1,2,118-18,1,1.578,0.095,24/10/24,20,1,2023,0,,
1,1,118-18,1,2.275,0.162,24/10/24,20,1,2023,0,,
4.5,1,118-6,1,0.585,0.09,29/10/24,20,1,2023,0,,
4.5,2,118-6,1,0.543,0.163,29/10/24,20,1,2023,0,,
1,2,118-6,1,2.078,0.111,29/10/24,20,1,2023,0,,
1,1,118-6,1,2.24,0.216,29/10/24,20,1,2023,0,,
4.5,2,118-8,1,0.323,0.13,24/10/24,20,1,2023,0,,
4.5,1,118-8,1,0.459,0.177,24/10/24,20,1,2023,0,,
1,2,118-8,1,0.847,0.134,24/10/24,20,1,2023,0,,
1,1,118-8,1,0.928,0.168,24/10/24,20,1,2023,0,,
4.5,1,118-9,1,0.694,0.263,24/10/24,20,1,2023,0,,
4.5,2,118-9,1,0.814,0.328,24/10/24,20,1,2023,0,,
1,1,118-9,1,1.649,0.258,24/10/24,20,1,2023,0,,
1,2,118-9,1,1.856,0.278,24/10/24,20,1,2023,0,,
4.5,1,119-13,1,0.59,0.276,24/10/24,20,1,2023,0,,
4.5,2,119-13,1,0.62,0.302,24/10/24,20,1,2023,0,,
1,2,119-13,1,1.393,0.23,24/10/24,20,1,2023,0,,
1,1,119-13,1,1.429,0.234,24/10/24,20,1,2023,0,,
4.5,1,119-19,1,1.051,0.313,28/10/24,20,1,2023,0,,
4.5,2,119-19,1,-,-,28/10/24,20,1,2023,0,,
1,1,119-19,1,2.845,0.209,28/10/24,20,1,2023,0,,
1,2,119-19,1,-,-,28/10/24,20,1,2023,0,,
4.5,1,119-6,1,1.011,0.184,29/10/24,20,1,2023,0,,
4.5,2,119-6,1,0.991,0.203,29/10/24,20,1,2023,0,,
1,2,119-6,1,3.612,0.217,29/10/24,20,1,2023,0,,
1,1,119-6,1,3.267,0.22,29/10/24,20,1,2023,0,,
4.5,1,119-8,1,0.967,0.133,24/10/24,20,1,2023,0,,
4.5,2,119-8,1,1.115,0.156,24/10/24,20,1,2023,0,,
1,1,119-8,1,3.464,0.105,24/10/24,20,1,2023,0,,
1,2,119-8,1,3.91,0.145,24/10/24,20,1,2023,0,,
4.5,2,13-20,1,0.333,0.172,30/10/24,20,1,2023,0,,
