Sample_name,Fruit_n,Total_weight,Harvest,Harvest_year,Population,Avg_weight,Comments,Date,Person,
WC170277,35,62.73,1,2023,Diversity Panel,1.792,,21/09/2023,Ivan,
WC170361,38,50.22,1,2023,Diversity Panel,1.322,,18/09/2023,Ivan,
WC170367,35,67.21,1,2023,Diversity Panel,1.92,,19/09/2023,Alejandra,
WC170371,34,56.64,1,2023,Diversity Panel,1.666,,22/09/2023,Ivan,
WC170381,39,33.38,1,2023,Diversity Panel,0.856,,19/09/2023,Alejandra,
WC170382,37,52.4,1,2023,Diversity Panel,1.416,,20/09/2023,Ivan,
WC170391,45,63.31,1,2023,Diversity Panel,1.407,,20/09/2023,Ivan,
WC170411,52,67.84,1,2023,Diversity Panel,1.305,,19/09/2023,Alejandra,
WC170421,37,56.76,1,2023,Diversity Panel,1.534,,18/09/2023,Ivan,
WC170431,39,57.21,1,2023,Diversity Panel,1.467,,19/09/2023,Alejandra,
WC170438,36,57.44,1,2023,Diversity Panel,1.596,,19/09/2023,Alejandra,
WC170461,27,19.46,1,2023,Diversity Panel,0.721,,22/09/2023,Ivan,
WC170465,0,0,1,2023,Diversity Panel,0,,24/09/2023,Alejandra,
WC170471,37,32.34,1,2023,Diversity Panel,0.874,,21/09/2023,Ivan,
WC170473,24,39.35,1,2023,Diversity Panel,1.64,,24/09/2023,Alejandra,
WC170477,36,55.84,1,2023,Diversity Panel,1.551,,24/09/2023,Alejandra,
WC170503,46,68.42,1,2023,Diversity Panel,1.487,,22/09/2023,Ivan,
WC170521,28,24,1,2023,Diversity Panel,0.857,,24/09/2023,Alejandra,
WC170523,36,28.65,1,2023,Diversity Panel,0.796,,21/09/2023,Ivan,
WC170533,6,7.34,1,2023,Diversity Panel,1.223,,18/09/2023,Ivan,
WC170534,35,72.45,1,2023,Diversity Panel,2.07,,20/09/2023,Ivan,
WC170572,35,62.94,1,2023,Diversity Panel,1.798,,22/09/2023,Ivan,
WC170621,36,45.5,1,2023,Diversity Panel,1.264,,19/09/2023,Alejandra,
WC17063,37,54.9,1,2023,Diversity Panel,1.484,,20/09/2023,Ivan,
WC17064,44,70.95,1,2023,Diversity Panel,1.613,,20/09/2023,Ivan,
WC170651,44,69.36,1,2023,Diversity Panel,1.576,,18/09/2023,Alejandra,
WC170652,45,64.98,1,2023,Diversity Panel,1.444,,19/09/2023,Alejandra,
WC170653,40,62.87,1,2023,Diversity Panel,1.572,,18/09/2023,Ivan,
WC170701,36,54.29,1,2023,Diversity Panel,1.508,,19/09/2023,Alejandra,
WC170707,40,55.33,1,2023,Diversity Panel,1.383,,19/09/2023,Alejandra,
WC170721,35,51.09,1,2023,Diversity Panel,1.46,,22/09/2023,Ivan,
WC170743,38,47.14,1,2023,Diversity Panel,1.241,,21/09/2023,Ivan,
WC170745,37,54.43,1,2023,Diversity Panel,1.471,,24/09/2023,Alejandra,
WC170794,45,38.4,1,2023,Diversity Panel,0.853,,24/09/2023,Alejandra,
WC170811,38,61.05,1,2023,Diversity Panel,1.607,,22/09/2023,Ivan,
WC170861,36,55.48,1,2023,Diversity Panel,1.541,,22/09/2023,Ivan,
WC170906,35,51.81,1,2023,Diversity Panel,1.48,,21/09/2023,Ivan,
WC170992,33,32.21,1,2023,Diversity Panel,0.976,,18/09/2023,Ivan,
WILCOX,35,47.66,1,2023,Diversity Panel,1.362,,20/09/2023,Ivan,
WSU108,40,70.16,1,2023,Diversity Panel,1.754,,24/09/2023,Alejandra,
YBS01,42,63.73,1,2023,Diversity Panel,1.517,Yellow fruit,24/09/2023,Alejandra,
YBS02,53,71.92,1,2023,Diversity Panel,1.357,Yellow fruit,24/09/2023,Alejandra,
YBS05,61,77.56,1,2023,Diversity Panel,1.271,,22/09/2023,Ivan,
YBS06,45,58.75,1,2023,Diversity Panel,1.306,,22/09/2023,Ivan,
YBS07,39,57.22,1,2023,Diversity Panel,1.467,,21/09/2023,Ivan,
YBS08,35,47.02,1,2023,Diversity Panel,1.343,,21/09/2023,Ivan,
YBS09,35,49.31,1,2023,Diversity Panel,1.409,,20/09/2023,Ivan,
YBS10,32,43.54,1,2023,Diversity Panel,1.361,,22/09/2023,Ivan,
YBS11,17,26.65,1,2023,Diversity Panel,1.568,,20/09/2023,Ivan,
YBS12,34,48.6,1,2023,Diversity Panel,1.429,,20/09/2023,Ivan,
YBS13,35,36.97,1,2023,Diversity Panel,1.056,,18/09/2023,Alejandra,
YBS14,36,46.13,1,2023,Diversity Panel,1.281,,19/09/2023,Alejandra,
YBS16,36,52.07,1,2023,Diversity Panel,1.446,,18/09/2023,Ivan,
YBS17,36,54.89,1,2023,Diversity Panel,1.525,,18/09/2023,Ivan,
YBS18,51,98.8,1,2023,Diversity Panel,1.937,,19/09/2023,Alejandra,
YBS19,38,50.33,1,2023,Diversity Panel,1.324,,22/09/2023,Ivan,
YBS20,46,70.84,1,2023,Diversity Panel,1.54,,24/09/2023,Alejandra,
YBS21,45,86.28,1,2023,Diversity Panel,1.917,,21/09/2023,Ivan,
YBS22,38,56.85,1,2023,Diversity Panel,1.496,,24/09/2023,Alejandra,
YBS23,41,61.36,1,2023,Diversity Panel,1.497,,24/09/2023,Alejandra,
YELLOWBELL,39,36.63,1,2023,Diversity Panel,0.939,,20/09/2023,Ivan,
